n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_info,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
10,KR_2layer,1,1.0,1.0,A4,12.331823850835734,0.0,exact,0.06409999999999998,41.93608009051403,7.247778541720083,7.247778541720083,-5.084045309115651,-0.5084045309115651,-0.2207972823495039,0.9000171749354334,3.1362679621378264,2.7748842334516826,1.8769069823977402,2.236250787202393,0.0,robust_zscore,n
10,KR_4layer,0,0.0,1.0,A1,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,0.11699999999999999,-7.428927194802272,-0.7428927194802272,-0.322634208716363,-0.8668661411064549,-0.662949904594464,2.7748842334516826,1.8769069823977402,0.8668661411064549,0.0,robust_zscore,n
10,KR_4layer,0,0.0,1.0,A3,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,1.3936666133333335,-7.428927194802272,-0.7428927194802272,-0.322634208716363,-0.8668661411064549,0.017247156478001964,2.7748842334516826,1.8769069823977402,0.8668661411064549,0.0,robust_zscore,n
10,KR_4layer,0,0.0,1.0,A4,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,0.942271457165042,-7.428927194802272,-0.7428927194802272,-0.322634208716363,-0.8668661411064549,-0.22325232506350534,2.7748842334516826,1.8769069823977402,0.8668661411064549,0.0,robust_zscore,n
10,KR_4layer,0,0.2,1.0,A1,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,0.11699999999999999,-7.405527194802272,-0.7405527194802273,-0.3216179596287094,-0.8668661411064549,-0.662949904594464,2.7748842334516826,1.8769069823977402,0.734276160187562,0.0,robust_zscore,n
10,KR_4layer,0,0.2,1.0,A3,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,1.3936666133333335,-7.150193872135605,-0.7150193872135605,-0.3105289743206938,-0.8668661411064549,0.017247156478001964,2.7748842334516826,1.8769069823977402,0.8703155724020553,0.0,robust_zscore,n
10,KR_4layer,0,0.2,1.0,A4,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,0.942271457165042,-7.240472903369263,-0.7240472903369264,-0.3144497428303287,-0.8668661411064549,-0.22325232506350534,2.7748842334516826,1.8769069823977402,0.8222156760937538,0.0,robust_zscore,n
10,KR_4layer,0,0.5,1.0,A1,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,0.11699999999999999,-7.3704271948022715,-0.7370427194802271,-0.320093585997229,-0.8668661411064549,-0.662949904594464,2.7748842334516826,1.8769069823977402,0.5353911888092229,0.0,robust_zscore,n
10,KR_4layer,0,0.5,1.0,A3,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,1.3936666133333335,-6.732093888135605,-0.6732093888135605,-0.29237112272719,-0.8668661411064549,0.017247156478001964,2.7748842334516826,1.8769069823977402,0.8754897193454558,0.0,robust_zscore,n
10,KR_4layer,0,0.5,1.0,A4,7.428927194802272,0.0,exact,0.11699999999999999,1.3936666133333335,0.942271457165042,0.942271457165042,-6.957791466219751,-0.6957791466219752,-0.3021730440012773,-0.8668661411064549,-0.22325232506350534,2.7748842334516826,1.8769069823977402,0.7552399785747022,0.0,robust_zscore,n
